11/10/2020 08:40,Aberdeen,Stephanie Whitaker,"Large Flavoured latte - Caramel - 2.85, Regular Filter coffee - 1.50,  Hot Chocolate - 1.40,  Red Label tea - 1.20,  Speciality Tea - Fruit - 1.30",8.25,CARD,4719773328159
11/10/2020 08:41,Aberdeen,Douglas Bouie," Iced americano - 2.15,  Flavoured iced latte - Caramel - 2.75,  Smoothies - Glowing Greens - 2.00,  Speciality Tea - English breakfast - 1.30",8.20,CARD,375692812478494
11/10/2020 08:42,Aberdeen,Stephen Coffey," Frappes - Chocolate Cookie - 2.75, Large Hot chocolate - 2.90,  Speciality Tea - Darjeeling - 1.30, Large Flavoured latte - Gingerbread - 2.85",9.80,CASH,
11/10/2020 08:43,Aberdeen,James Nolte," Speciality Tea - Green - 1.30, Regular Filter coffee - 1.50, Large Flavoured latte - Caramel - 2.85, Regular Filter coffee - 1.50",7.15,CARD,5236253299122127
11/10/2020 08:44,Aberdeen,Leonor Larkin," Cortado - 2.05,  Frappes - Strawberries & Cream - 2.75, Large Filter coffee - 1.80, Regular Latte - 2.15",8.75,CARD,5321324656372252
11/10/2020 08:45,Aberdeen,Sharlene Burton," Speciality Tea - Darjeeling - 1.30, Regular Hot chocolate - 2.20",3.50,CARD,4246779515134
11/10/2020 08:46,Aberdeen,Mark Wright," Smoothies - Carrot Kick - 2.00, Regular Flavoured latte - Hazelnut - 2.55,  Babyccino - 0.00,  Speciality Tea - Fruit - 1.30",5.85,CARD,369263187878219
11/10/2020 08:47,Aberdeen,David Strange," Flat white - 2.15, Regular Latte - 2.15, Regular Flavoured latte - Hazelnut - 2.55",6.85,CARD,4733653467143493
11/10/2020 08:48,Aberdeen,Kristen Perez,"Large Flavoured latte - Hazelnut - 2.85,  Iced latte - 2.35,  Glass of milk - 0.70,  Speciality Tea - Darjeeling - 1.30,  Smoothies - Berry Beautiful - 2.00",9.20,CARD,4352816424338
11/10/2020 08:49,Aberdeen,Sharon Brown,"Large Filter coffee - 1.80, Regular Hot chocolate - 2.20,  Cortado - 2.05, Regular Flavoured latte - Caramel - 2.55, Large Filter coffee - 1.80",10.40,CASH,
11/10/2020 08:50,Aberdeen,Deborah Miller,"Regular Flavoured latte - Caramel - 2.55,  Flavoured iced latte - Caramel - 2.75",5.30,CARD,4935345367398
11/10/2020 08:51,Aberdeen,Kathleen Henderson," Speciality Tea - Camomile - 1.30,  Flavoured iced latte - Caramel - 2.75",4.05,CARD,4891385294198675
11/10/2020 08:52,Aberdeen,Molly Sroka," Speciality Tea - Green - 1.30,  Speciality Tea - Green - 1.30",2.60,CARD,42758456683210
11/10/2020 08:53,Aberdeen,John Schrock, Frappes - Strawberries & Cream - 2.75,2.75,CARD,6011366564354842
11/10/2020 08:53,Aberdeen,Raisa Bell," Speciality Tea - Green - 1.30, Large Chai latte - 2.60,  Hot Chocolate - 1.40,  Iced latte - 2.35",7.65,CASH,
11/10/2020 08:54,Aberdeen,James Gunn," Speciality Tea - Peppermint - 1.30,  Babyccino - 0.00,  Speciality Tea - Camomile - 1.30,  Smoothies - Carrot Kick - 2.00, Large Espresso - 1.80",6.40,CARD,5249672472685466
11/10/2020 08:55,Aberdeen,Lillie Curran," Hot Chocolate - 1.40,  Smoothies - Glowing Greens - 2.00,  Babyccino - 0.00,  Speciality Tea - Green - 1.30, Large Flavoured latte - Gingerbread - 2.85",7.55,CARD,4617432369491
11/10/2020 08:56,Aberdeen,Robert Reno,"Large Flavoured hot chocolate - Vanilla - 2.90,  Frappes - Strawberries & Cream - 2.75,  Iced latte - 2.35",8.00,CASH,
11/10/2020 08:57,Aberdeen,Adam Petty,"Large Espresso - 1.80,  Flavoured iced latte - Vanilla - 2.75, Large Chai latte - 2.60, Large Flavoured hot chocolate - Caramel - 2.90",10.05,CARD,54991739752871710
11/10/2020 08:58,Aberdeen,Jean Gonzales, Babyccino - 0.00,0.00,CARD,4637953945794579
11/10/2020 08:59,Aberdeen,Megan Acevedo,"Large Flavoured hot chocolate - Caramel - 2.90,  Speciality Tea - Green - 1.30,  Cortado - 2.05",6.25,CASH,
11/10/2020 09:00,Aberdeen,Cecilia Davis," Smoothies - Carrot Kick - 2.00,  Smoothies - Glowing Greens - 2.00,  Iced americano - 2.15,  Speciality Tea - Darjeeling - 1.30,  Smoothies - Carrot Kick - 2.00",9.45,CASH,
11/10/2020 09:01,Aberdeen,Christal Weslowski,"Large Americano - 2.25,  Speciality Tea - Fruit - 1.30",3.55,CASH,
11/10/2020 09:02,Aberdeen,Dorothy Micale,"Large Latte - 2.45, Large Latte - 2.45,  Cortado - 2.05, Large Filter coffee - 1.80, Large Filter coffee - 1.80",10.55,CASH,
11/10/2020 09:03,Aberdeen,Lorraine Owens,"Large Flavoured latte - Hazelnut - 2.85,  Flat white - 2.15,  Flavoured iced latte - Vanilla - 2.75,  Iced latte - 2.35",10.10,CASH,
11/10/2020 09:04,Aberdeen,Meredith Simmons," Speciality Tea - Darjeeling - 1.30,  Speciality Tea - Darjeeling - 1.30,  Frappes - Coffee - 2.75,  Speciality Tea - Fruit - 1.30,  Speciality Tea - Earl Grey - 1.30",7.95,CARD,4281496696156
11/10/2020 09:05,Aberdeen,Martha Foster," Speciality Tea - English breakfast - 1.30, Large Filter coffee - 1.80",3.10,CARD,6011494546349266
11/10/2020 09:06,Aberdeen,Brenda Wilson," Speciality Tea - English breakfast - 1.30,  Hot Chocolate - 1.40,  Speciality Tea - English breakfast - 1.30",4.00,CASH,
11/10/2020 09:07,Aberdeen,Jean Hughes, Speciality Tea - Camomile - 1.30,1.30,CARD,367312458847866
11/10/2020 09:07,Aberdeen,Jo Ruiz," Flavoured iced latte - Vanilla - 2.75, Large Flavoured hot chocolate - Hazelnut - 2.90, Large Latte - 2.45,  Babyccino - 0.00,  Flavoured iced latte - Hazelnut - 2.75",10.85,CARD,5464227129819311
11/10/2020 09:08,Aberdeen,Nadine Dail," Speciality Tea - Camomile - 1.30, Large Hot chocolate - 2.90,  Speciality Tea - Peppermint - 1.30",5.50,CARD,5453814942151155
11/10/2020 09:09,Aberdeen,Emily Mcconnel," Flavoured iced latte - Hazelnut - 2.75,  Speciality Tea - English breakfast - 1.30,  Speciality Tea - Camomile - 1.30",5.35,CARD,4626524817895
11/10/2020 09:10,Aberdeen,Lora Savoy," Speciality Tea - Earl Grey - 1.30,  Flavoured iced latte - Vanilla - 2.75,  Cortado - 2.05, Large Flavoured latte - Hazelnut - 2.85,  Flat white - 2.15",11.10,CARD,46915446917825710
11/10/2020 09:11,Aberdeen,Trinidad Perkins,"Large Espresso - 1.80,  Mocha - 2.30,  Flat white - 2.15, Large Flavoured hot chocolate - Caramel - 2.90",9.15,CARD,358679285863915
11/10/2020 09:12,Aberdeen,Peggy Hamblin," Speciality Tea - Peppermint - 1.30,  Hot Chocolate - 1.40, Regular Americano - 1.95,  Iced latte - 2.35",7.00,CARD,4371913959582
11/10/2020 09:13,Aberdeen,James Bray," Frappes - Chocolate Cookie - 2.75,  Speciality Tea - Darjeeling - 1.30",4.05,CASH,
11/10/2020 09:14,Aberdeen,Anna Lambert,Large Flavoured latte - Vanilla - 2.85,2.85,CASH,
11/10/2020 09:15,Aberdeen,Annie Jenkins,Large Luxury hot chocolate - 2.70,2.70,CASH,
11/10/2020 09:16,Aberdeen,Kevin Wile," Iced latte - 2.35,  Speciality Tea - Earl Grey - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90",6.55,CASH,
11/10/2020 09:17,Aberdeen,Vanessa Henderson," Speciality Tea - Peppermint - 1.30,  Hot Chocolate - 1.40,  Flat white - 2.15",4.85,CASH,
11/10/2020 09:18,Aberdeen,Helen Autry," Babyccino - 0.00,  Speciality Tea - Green - 1.30,  Flavoured iced latte - Vanilla - 2.75, Regular Flavoured hot chocolate - Vanilla - 2.60",6.65,CASH,
11/10/2020 09:19,Aberdeen,Karen Simpson," Speciality Tea - Green - 1.30,  Speciality Tea - Green - 1.30, Large Latte - 2.45, Large Chai latte - 2.60,  Flavoured iced latte - Caramel - 2.75",10.40,CARD,4298434147799146
11/10/2020 09:20,Aberdeen,Bernadette Torgerson,Large Cappuccino - 2.45,2.45,CASH,
11/10/2020 09:21,Aberdeen,John Green,"Large Chai latte - 2.60, Large Flavoured hot chocolate - Hazelnut - 2.90,  Frappes - Strawberries & Cream - 2.75,  Babyccino - 0.00, Large Filter coffee - 1.80",10.05,CASH,
11/10/2020 09:21,Aberdeen,Kevin Duron,Regular Filter coffee - 1.50,1.50,CARD,6011136747857494
11/10/2020 09:22,Aberdeen,Scott Shirley,"Large Flavoured latte - Vanilla - 2.85,  Flavoured iced latte - Caramel - 2.75, Large Americano - 2.25,  Flavoured iced latte - Vanilla - 2.75, Regular Luxury hot chocolate - 2.40",13.00,CARD,374699326276349
11/10/2020 09:23,Aberdeen,Charlotte Mckinney,"Large Flavoured latte - Caramel - 2.85, Large Flavoured hot chocolate - Caramel - 2.90",5.75,CASH,
11/10/2020 09:24,Aberdeen,Kasandra Castillo, Speciality Tea - Fruit - 1.30,1.30,CARD,4715357198794
11/10/2020 09:25,Aberdeen,Richard Anderson," Smoothies - Berry Beautiful - 2.00,  Flavoured iced latte - Hazelnut - 2.75, Large Cappuccino - 2.45",7.20,CARD,5317165722813274
11/10/2020 09:26,Aberdeen,Anna Coates,"Regular Filter coffee - 1.50,  Smoothies - Glowing Greens - 2.00,  Smoothies - Berry Beautiful - 2.00, Regular Flavoured latte - Vanilla - 2.55, Large Cappuccino - 2.45",10.50,CARD,4528643613348
11/10/2020 09:27,Aberdeen,John Day,"Large Luxury hot chocolate - 2.70,  Hot Chocolate - 1.40, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Hot chocolate - 2.90",9.60,CASH,
11/10/2020 09:28,Aberdeen,Jeffery Mitchell," Flavoured iced latte - Caramel - 2.75, Large Flavoured hot chocolate - Vanilla - 2.90,  Speciality Tea - English breakfast - 1.30",6.95,CARD,4974362385587
11/10/2020 09:29,Aberdeen,Emma Nova," Speciality Tea - Peppermint - 1.30,  Glass of milk - 0.70",2.00,CASH,
11/10/2020 09:30,Aberdeen,Doris Aviles," Speciality Tea - Darjeeling - 1.30,  Smoothies - Glowing Greens - 2.00,  Flavoured iced latte - Vanilla - 2.75, Large Latte - 2.45, Large Espresso - 1.80",10.30,CASH,
11/10/2020 09:31,Aberdeen,Mark Atencio," Frappes - Chocolate Cookie - 2.75,  Flavoured iced latte - Hazelnut - 2.75",5.50,CARD,44212536851710
11/10/2020 09:32,Aberdeen,Kurt Qualls," Flavoured iced latte - Hazelnut - 2.75,  Hot Chocolate - 1.40",4.15,CARD,41118937318610
11/10/2020 09:33,Aberdeen,Evelyn Brown,"Large Chai latte - 2.60, Large Hot chocolate - 2.90,  Babyccino - 0.00, Regular Flavoured latte - Gingerbread - 2.55",8.05,CASH,
11/10/2020 09:34,Aberdeen,Dana Hilton,"Large Flavoured latte - Hazelnut - 2.85,  Speciality Tea - Green - 1.30, Large Flavoured latte - Vanilla - 2.85,  Red Label tea - 1.20, Large Hot chocolate - 2.90",11.10,CARD,4853714268641764
11/10/2020 09:35,Aberdeen,Linda Keding, Speciality Tea - Green - 1.30,1.30,CARD,375151156672337
11/10/2020 09:35,Aberdeen,Ruth Higgins, Flavoured iced latte - Caramel - 2.75,2.75,CASH,
11/10/2020 09:36,Aberdeen,Kenneth Slade, Cortado - 2.05,2.05,CASH,
11/10/2020 09:37,Aberdeen,John Friesner," Flavoured iced latte - Caramel - 2.75,  Speciality Tea - Earl Grey - 1.30, Regular Flavoured hot chocolate - Vanilla - 2.60",6.65,CASH,
11/10/2020 09:38,Aberdeen,Marilyn Robbins, Speciality Tea - Fruit - 1.30,1.30,CARD,6011226889574153
11/10/2020 09:39,Aberdeen,Noel Hyatt," Frappes - Strawberries & Cream - 2.75,  Speciality Tea - Earl Grey - 1.30,  Flavoured iced latte - Vanilla - 2.75,  Frappes - Coffee - 2.75",9.55,CARD,4311226327939465
11/10/2020 09:40,Aberdeen,Glen Miller," Smoothies - Carrot Kick - 2.00,  Babyccino - 0.00,  Mocha - 2.30",4.30,CARD,3633658228393110
11/10/2020 09:41,Aberdeen,Kim Hall," Glass of milk - 0.70,  Speciality Tea - Earl Grey - 1.30, Regular Filter coffee - 1.50,  Iced latte - 2.35,  Speciality Tea - Earl Grey - 1.30",7.15,CARD,6011737421254328
11/10/2020 09:42,Aberdeen,Maria Johnson, Speciality Tea - Peppermint - 1.30,1.30,CARD,353864211992559
11/10/2020 09:43,Aberdeen,Robert Colon," Smoothies - Glowing Greens - 2.00,  Smoothies - Carrot Kick - 2.00,  Babyccino - 0.00, Regular Luxury hot chocolate - 2.40,  Babyccino - 0.00",6.40,CARD,6011951963524515
11/10/2020 09:44,Aberdeen,Terry Osmun," Flavoured iced latte - Caramel - 2.75, Large Espresso - 1.80, Large Espresso - 1.80",6.35,CARD,5516983811979791
11/10/2020 09:45,Aberdeen,Marjorie Mitchell," Smoothies - Carrot Kick - 2.00,  Flat white - 2.15, Large Flavoured hot chocolate - Vanilla - 2.90,  Speciality Tea - Green - 1.30",8.35,CARD,4693457926739
11/10/2020 09:46,Aberdeen,Tommy Clifton," Glass of milk - 0.70,  Smoothies - Carrot Kick - 2.00,  Flat white - 2.15,  Flavoured iced latte - Vanilla - 2.75,  Iced americano - 2.15",9.75,CASH,
11/10/2020 09:47,Aberdeen,Flora Owens,Large Flavoured latte - Hazelnut - 2.85,2.85,CARD,4271994891813
11/10/2020 09:48,Aberdeen,Maria Mcmullen,Large Filter coffee - 1.80,1.80,CASH,
11/10/2020 09:49,Aberdeen,John Franken," Smoothies - Berry Beautiful - 2.00, Large Hot chocolate - 2.90, Large Flavoured hot chocolate - Vanilla - 2.90,  Flavoured iced latte - Hazelnut - 2.75,  Frappes - Coffee - 2.75",13.30,CARD,4471249919993
11/10/2020 09:49,Aberdeen,Paul Edgington,"Large Flavoured latte - Vanilla - 2.85,  Speciality Tea - Earl Grey - 1.30, Regular Americano - 1.95,  Frappes - Coffee - 2.75, Regular Luxury hot chocolate - 2.40",11.25,CASH,
11/10/2020 09:50,Aberdeen,Antonia Peccia," Speciality Tea - English breakfast - 1.30,  Flavoured iced latte - Caramel - 2.75,  Flat white - 2.15",6.20,CARD,369574461725136
11/10/2020 09:51,Aberdeen,Brandon Green," Speciality Tea - Darjeeling - 1.30,  Speciality Tea - Peppermint - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured latte - Hazelnut - 2.55",8.05,CASH,
11/10/2020 09:52,Aberdeen,Margaret Harvey," Flat white - 2.15, Large Flavoured latte - Gingerbread - 2.85, Large Chai latte - 2.60,  Speciality Tea - Darjeeling - 1.30,  Mocha - 2.30",11.20,CARD,367722373731351
11/10/2020 09:53,Aberdeen,Lynda French,"Large Flavoured hot chocolate - Caramel - 2.90,  Flat white - 2.15",5.05,CASH,
11/10/2020 09:54,Aberdeen,Tony Valentine, Speciality Tea - Camomile - 1.30,1.30,CASH,
11/10/2020 09:55,Aberdeen,Toni Sullivan, Speciality Tea - Earl Grey - 1.30,1.30,CARD,369231175147145
11/10/2020 09:56,Aberdeen,Aura Wetherbee," Smoothies - Berry Beautiful - 2.00, Regular Filter coffee - 1.50",3.50,CARD,6011414713788369
11/10/2020 09:57,Aberdeen,Sandra Chadwick," Cortado - 2.05,  Frappes - Coffee - 2.75,  Flavoured iced latte - Vanilla - 2.75",7.55,CARD,362296244697617
11/10/2020 09:58,Aberdeen,Patricia Thompson,"Large Flavoured hot chocolate - Caramel - 2.90,  Flavoured iced latte - Hazelnut - 2.75, Regular Flavoured latte - Gingerbread - 2.55",8.20,CASH,
11/10/2020 09:59,Aberdeen,Harold Brafman," Glass of milk - 0.70, Large Flavoured latte - Hazelnut - 2.85, Large Chai latte - 2.60, Large Flavoured hot chocolate - Vanilla - 2.90,  Flavoured iced latte - Vanilla - 2.75",11.80,CASH,
11/10/2020 10:00,Aberdeen,Winifred Wolley," Red Label tea - 1.20,  Babyccino - 0.00, Large Filter coffee - 1.80, Large Flavoured hot chocolate - Hazelnut - 2.90",5.90,CARD,5524849578542983
11/10/2020 10:01,Aberdeen,Becky Sullivan," Cortado - 2.05, Large Latte - 2.45, Large Flavoured latte - Caramel - 2.85,  Mocha - 2.30",9.65,CASH,
11/10/2020 10:03,Aberdeen,Elisha Mello,"Large Chai latte - 2.60,  Iced latte - 2.35",4.95,CARD,4214825582933697
11/10/2020 10:04,Aberdeen,Delores Brown," Glass of milk - 0.70,  Speciality Tea - Green - 1.30",2.00,CARD,5538666748253414
11/10/2020 10:06,Aberdeen,Brenda Buhl," Speciality Tea - Peppermint - 1.30,  Smoothies - Berry Beautiful - 2.00,  Flavoured iced latte - Hazelnut - 2.75,  Frappes - Strawberries & Cream - 2.75",8.80,CARD,5152973554733249
11/10/2020 10:07,Aberdeen,Pia Vargas," Smoothies - Carrot Kick - 2.00, Large Latte - 2.45",4.45,CARD,6011696754232865
11/10/2020 10:09,Aberdeen,Shelly Castellanos," Speciality Tea - Camomile - 1.30, Large Flavoured hot chocolate - Caramel - 2.90,  Babyccino - 0.00, Large Chai latte - 2.60",6.80,CASH,
11/10/2020 10:10,Aberdeen,Brandon Tucker," Iced americano - 2.15,  Hot Chocolate - 1.40, Regular Americano - 1.95, Regular Latte - 2.15",7.65,CARD,6011651431736259
11/10/2020 10:12,Aberdeen,Jane Thomas," Speciality Tea - Peppermint - 1.30, Regular Americano - 1.95,  Frappes - Strawberries & Cream - 2.75,  Glass of milk - 0.70",6.70,CARD,6011393518994952
11/10/2020 10:14,Aberdeen,Doris Rector, Speciality Tea - Darjeeling - 1.30,1.30,CARD,4491971393527999
11/10/2020 10:15,Aberdeen,Emery Syers," Frappes - Chocolate Cookie - 2.75, Large Flavoured hot chocolate - Caramel - 2.90, Large Flavoured hot chocolate - Vanilla - 2.90,  Flat white - 2.15,  Speciality Tea - Peppermint - 1.30",12.00,CASH,
11/10/2020 10:17,Aberdeen,Larry Maas,Large Hot chocolate - 2.90,2.90,CASH,
11/10/2020 10:18,Aberdeen,Charlie Kelly," Speciality Tea - English breakfast - 1.30,  Speciality Tea - Fruit - 1.30,  Babyccino - 0.00, Large Americano - 2.25",4.85,CASH,
11/10/2020 10:20,Aberdeen,Victor Taylor," Mocha - 2.30, Large Cappuccino - 2.45,  Speciality Tea - Darjeeling - 1.30, Regular Flavoured hot chocolate - Hazelnut - 2.60",8.65,CARD,6011413319479571
11/10/2020 10:21,Aberdeen,Bonnie Pontbriand, Frappes - Chocolate Cookie - 2.75,2.75,CASH,
11/10/2020 10:23,Aberdeen,George Woodard," Flavoured iced latte - Hazelnut - 2.75,  Speciality Tea - Green - 1.30",4.05,CASH,
11/10/2020 10:24,Aberdeen,Thomas Cooper," Mocha - 2.30,  Flavoured iced latte - Caramel - 2.75,  Iced americano - 2.15, Regular Hot chocolate - 2.20",9.40,CARD,365438628625437
11/10/2020 10:26,Aberdeen,George Wong," Flavoured iced latte - Caramel - 2.75,  Iced latte - 2.35,  Flavoured iced latte - Hazelnut - 2.75, Large Flavoured hot chocolate - Caramel - 2.90",10.75,CARD,54721116845618910
11/10/2020 10:27,Aberdeen,Carlos Mckinnon," Speciality Tea - Green - 1.30,  Smoothies - Carrot Kick - 2.00, Large Americano - 2.25",5.55,CARD,6011323792978967
11/10/2020 10:29,Aberdeen,Ben Ward,"Large Filter coffee - 1.80,  Flavoured iced latte - Vanilla - 2.75",4.55,CARD,4836476662111156
11/10/2020 10:30,Aberdeen,Elizabeth Corkill," Hot Chocolate - 1.40,  Flat white - 2.15,  Speciality Tea - Green - 1.30",4.85,CASH,
11/10/2020 10:32,Aberdeen,Robert Matthew," Speciality Tea - Green - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90, Large Flavoured hot chocolate - Caramel - 2.90",7.10,CARD,6011848922571944
11/10/2020 10:33,Aberdeen,Jenni Lopez,"Large Luxury hot chocolate - 2.70, Large Americano - 2.25,  Flavoured iced latte - Vanilla - 2.75",7.70,CARD,6011148921432176
11/10/2020 10:35,Aberdeen,Ruby Scott," Babyccino - 0.00,  Frappes - Strawberries & Cream - 2.75,  Frappes - Chocolate Cookie - 2.75",5.50,CASH,
11/10/2020 10:37,Aberdeen,Martin Nicholson,"Large Filter coffee - 1.80,  Speciality Tea - Camomile - 1.30, Regular Cappuccino - 2.15",5.25,CARD,4221539224327
11/10/2020 10:38,Aberdeen,Cody Wells,"Large Flavoured hot chocolate - Caramel - 2.90,  Speciality Tea - Fruit - 1.30,  Flavoured iced latte - Hazelnut - 2.75,  Speciality Tea - Darjeeling - 1.30, Large Chai latte - 2.60",10.85,CASH,
11/10/2020 10:40,Aberdeen,Craig Charette," Flat white - 2.15,  Glass of milk - 0.70,  Speciality Tea - Earl Grey - 1.30, Large Flavoured latte - Vanilla - 2.85",7.00,CASH,
11/10/2020 10:41,Aberdeen,Carol Gunn," Frappes - Strawberries & Cream - 2.75,  Iced americano - 2.15,  Smoothies - Berry Beautiful - 2.00,  Frappes - Strawberries & Cream - 2.75",9.65,CARD,4324235925385
11/10/2020 10:43,Aberdeen,Cruz Lowe," Speciality Tea - English breakfast - 1.30, Regular Latte - 2.15,  Speciality Tea - Camomile - 1.30,  Smoothies - Berry Beautiful - 2.00",6.75,CARD,346257333197944
11/10/2020 10:44,Aberdeen,Debra Watkins," Babyccino - 0.00,  Speciality Tea - Camomile - 1.30",1.30,CASH,
11/10/2020 10:46,Aberdeen,Jim Caron," Frappes - Coffee - 2.75,  Frappes - Chocolate Cookie - 2.75,  Frappes - Chocolate Cookie - 2.75, Large Americano - 2.25, Large Filter coffee - 1.80",12.30,CARD,4414712763258
11/10/2020 10:47,Aberdeen,Yajaira Miller,"Large Latte - 2.45,  Hot Chocolate - 1.40",3.85,CARD,5546174816442381
11/10/2020 10:49,Aberdeen,Shelby Green," Flavoured iced latte - Vanilla - 2.75,  Flavoured iced latte - Caramel - 2.75,  Babyccino - 0.00, Regular Espresso - 1.50",7.00,CASH,
11/10/2020 10:50,Aberdeen,Tamara Fritch,"Regular Latte - 2.15, Large Hot chocolate - 2.90",5.05,CARD,347745971265592
11/10/2020 10:52,Aberdeen,Lorene Morrow,"Regular Flavoured hot chocolate - Hazelnut - 2.60,  Flavoured iced latte - Vanilla - 2.75, Large Americano - 2.25, Regular Cappuccino - 2.15",9.75,CASH,
